# x_m,y_m,w_tr_right_m,w_tr_left_m
-265.6995835,886.478050,4.255,4.261
-265.0860795,891.323164,4.262,4.276
-264.4707115,896.166184,4.269,4.292
-263.853017,901.006741,4.282,4.309
-263.2325335,905.844463,4.307,4.330
-262.609023,910.679336,4.331,4.351
-261.984376,915.514696,4.356,4.372
-261.3616545,920.355728,4.381,4.392
-260.7439275,925.207662,4.406,4.413
-260.1306905,930.095739,4.434,4.422
-259.501516,935.075841,4.571,4.107
-258.629346,939.718010,4.270,4.628
-257.170388,943.243453,4.079,5.503
-255.1423045,945.414728,4.657,4.653
-252.700131,946.285308,4.831,4.253
-250.10722,946.468308,4.527,4.391
-247.548178,946.537269,4.200,4.554
-245.03773,946.749381,4.320,4.383
-242.5763735,947.335194,4.481,4.190
-240.169518,948.459116,4.467,4.211
-237.8355135,950.111288,4.555,4.266
-235.594816,952.253492,4.499,4.462
-233.467881,954.847510,4.456,4.519
-231.4751645,957.855125,4.795,3.722
-229.6371225,961.238117,4.408,4.397
-227.9738655,964.958068,4.321,4.297
-226.487062,968.965845,4.263,4.482
-225.1510565,973.196440,4.213,4.548
-223.9379835,977.583564,4.290,4.438
-222.8217095,982.065196,4.495,4.175
-221.791068,986.616205,4.696,3.926
-220.8425485,991.230338,4.542,4.124
-219.9724325,995.901418,4.388,4.322
-219.1721165,1000.621890,4.344,4.349
-218.428748,1005.383009,4.342,4.312
-217.7293355,1010.175985,4.339,4.276
-217.0608855,1014.992034,4.337,4.240
-216.4104055,1019.822366,4.360,4.210
-215.764903,1024.658195,4.455,4.199
-215.1125895,1029.491487,4.551,4.188
-214.451956,1034.320634,4.646,4.177
-213.786706,1039.147287,4.602,4.243
-213.1205815,1043.973121,4.537,4.321
-212.457326,1048.799814,4.472,4.398
-211.800682,1053.629041,4.408,4.476
-211.154393,1058.462478,4.343,4.553
-210.5215835,1063.301530,4.279,4.631
-209.9025685,1068.146363,4.214,4.708
-209.2968665,1072.996794,4.234,4.543
-208.703995,1077.852640,4.259,4.360
-208.123472,1082.713718,4.285,4.177
-207.5548155,1087.579843,4.297,4.061
-206.9975435,1092.450833,4.284,4.060
-206.4511745,1097.326505,4.271,4.060
-205.9152255,1102.206674,4.259,4.059
-205.3892155,1107.091157,4.246,4.059
-204.872662,1111.979771,4.233,4.058
-204.365083,1116.872333,4.234,4.063
-203.865997,1121.768658,4.243,4.072
-203.374921,1126.668565,4.253,4.081
-202.8913735,1131.571868,4.263,4.089
-202.4148725,1136.478385,4.273,4.098
-201.9449365,1141.387933,4.283,4.107
-201.4810825,1146.300328,4.304,4.111
-201.022829,1151.215386,4.329,4.113
-200.569694,1156.132925,4.354,4.116
-200.1211955,1161.052760,4.379,4.118
-199.6768515,1165.974708,4.404,4.120
-199.23618,1170.898586,4.406,4.132
-198.798699,1175.824211,4.359,4.166
-198.363926,1180.751399,4.311,4.200
-197.93138,1185.679966,4.264,4.233
-197.500578,1190.609730,4.217,4.267
-197.071195,1195.540537,4.170,4.301
-196.6442035,1200.472486,4.123,4.334
-196.2212155,1205.405800,4.107,4.351
-195.803848,1210.340704,4.126,4.349
-195.393717,1215.277422,4.146,4.346
-194.992439,1220.216177,4.165,4.343
-194.6016315,1225.157193,4.185,4.341
-194.222911,1230.100696,4.205,4.338
-193.8578935,1235.046908,4.224,4.336
-193.5081965,1239.996054,4.201,4.286
-193.1754365,1244.948358,4.175,4.233
-192.8612295,1249.904044,4.159,4.180
-192.567193,1254.863336,4.283,4.119
-192.294941,1259.826458,4.406,4.058
-192.045396,1264.793542,4.592,3.998
-191.8177945,1269.764498,4.802,3.938
-191.611122,1274.739202,4.724,4.038
-191.424364,1279.717529,4.645,4.139
-191.256506,1284.699357,4.566,4.240
-191.1065335,1289.684561,4.487,4.341
-190.973432,1294.673018,4.407,4.442
-190.856187,1299.664604,4.404,4.457
-190.753784,1304.659196,4.437,4.432
-190.6652085,1309.656668,4.471,4.406
-190.5894455,1314.656898,4.505,4.380
-190.5254815,1319.659762,4.538,4.354
-190.4723015,1324.665136,4.572,4.328
-190.429003,1329.672868,4.606,4.302
-190.396556,1334.682346,4.639,4.276
-190.377476,1339.692577,4.642,4.241
-190.374324,1344.702555,4.508,4.167
-190.3896615,1349.711275,4.374,4.093
-190.4260505,1354.717733,4.281,4.051
-190.4860515,1359.720924,4.259,4.066
-190.572226,1364.719843,4.238,4.081
-190.6871365,1369.713485,4.216,4.096
-190.833343,1374.700845,4.194,4.111
-191.013408,1379.680918,4.173,4.126
-191.229892,1384.652699,4.176,4.142
-191.485357,1389.615184,4.208,4.160
-191.782364,1394.567368,4.272,4.157
-192.122494,1399.508536,4.395,4.112
-192.50313,1404.439217,4.446,4.099
-192.92053,1409.360274,4.390,4.134
-193.370954,1414.272569,4.334,4.169
-193.850661,1419.176963,4.338,4.200
-194.3559105,1424.074320,4.356,4.230
-194.8829615,1428.965500,4.360,4.240
-195.428073,1433.851367,4.357,4.239
-195.987505,1438.732782,4.355,4.239
-196.5575155,1443.610608,4.352,4.238
-197.134365,1448.485706,4.349,4.237
-197.714312,1453.358938,4.346,4.236
-198.2936155,1458.231167,4.343,4.235
-198.8685825,1463.103244,4.340,4.234
-199.437568,1467.975538,4.338,4.234
-200.0017245,1472.847761,4.335,4.233
