# x_m,y_m,w_tr_right_m,w_tr_left_m
-414.261364,780.0703035,4.728,5.117
-410.833678,781.7543575,5.085,5.347
-406.285613,782.9013445,5.379,5.366
-401.179796,783.421144,5.543,5.533
-396.074965,783.2263955,5.580,5.786
-391.388901,782.329728,5.782,5.935
-387.362064,780.869555,6.197,5.857
-384.222662,778.9922035,6.048,6.359
-382.033438,776.8280305,6.119,6.587
-380.505681,774.4734745,6.201,6.468
-379.30576,772.0206375,6.272,6.502
-378.117573,769.5574615,6.343,6.535
-376.867113,767.114441,6.508,6.580
-375.656906,764.6801785,6.732,6.631
-374.593484,762.242326,6.957,6.683
-373.75618,759.791093,6.988,6.833
-373.122356,757.326279,6.830,7.081
-372.645487,754.8499305,6.672,7.328
-372.27905,752.364093,6.573,7.205
-371.976519,749.8708125,6.506,6.874
-371.691368,747.372135,6.439,6.543
-371.37711,744.8701135,6.372,6.213
-370.993114,742.367892,6.306,5.882
-370.51096,739.870889,5.941,5.365
-369.903756,737.384809,5.142,4.653
-369.144609,734.9153545,4.833,4.521
-368.206625,732.46823,4.693,4.527
-367.062913,730.049138,4.766,4.559
-365.687388,727.663646,4.827,4.607
-364.080917,725.3127825,4.610,4.786
-362.277006,722.992077,4.469,4.829
-360.31112,720.6967305,4.471,4.618
-358.218721,718.421943,4.474,4.407
-356.035273,716.1629155,4.434,4.389
-353.79624,713.9148485,4.394,4.373
-351.535729,711.673104,4.377,4.348
-349.269751,709.4352015,4.368,4.321
-347.001433,707.2001955,4.359,4.294
-344.733624,704.967174,4.350,4.267
-342.469173,702.735226,4.375,4.317
-340.210929,700.503438,4.416,4.404
-337.961742,698.2708995,4.458,4.490
-335.724461,696.0366975,4.499,4.577
-333.501935,693.79992,4.540,4.664
-331.297014,691.5596555,4.581,4.751
-329.112547,689.314992,4.622,4.838
-326.951384,687.065017,4.702,4.876
-324.816373,684.808819,4.818,4.867
-322.710365,682.5454855,4.934,4.859
-320.63525,680.2743865,4.928,4.925
-318.589452,677.9959105,4.822,5.051
-316.570612,675.710677,4.717,5.177
-314.57637,673.419305,4.761,5.198
-312.604367,671.122413,4.813,5.214
-310.652242,668.820621,4.865,5.230
-308.717636,666.5145475,4.917,5.246
-306.798188,664.2048125,4.968,5.261
-304.89154,661.892034,5.020,5.277
-302.995332,659.576832,5.072,5.293
-301.107203,657.259825,5.124,5.309
-299.224795,654.941633,5.175,5.325
-297.345746,652.622874,5.227,5.340
-295.467732,650.304159,5.279,5.356
-293.589501,647.985808,5.331,5.372
-291.711065,645.6678005,5.368,5.388
-289.832509,643.3500975,5.377,5.406
-287.953918,641.032658,5.386,5.423
-286.075378,638.7154425,5.394,5.441
-284.196973,636.3984115,5.403,5.458
