# x_m,y_m,w_tr_right_m,w_tr_left_m
-844.865254,205.091234,4.490,4.227
-844.871824,210.093475,4.525,4.234
-844.893862,215.096556,4.560,4.241
-844.93422,220.100273,4.596,4.248
-844.995746,225.104423,4.631,4.255
-845.081288,230.108801,4.666,4.262
-845.193696,235.113203,4.702,4.270
-845.335822,240.117426,4.737,4.277
-845.51051,245.121264,4.773,4.284
-845.720614,250.124515,4.808,4.291
-845.96898,255.126974,4.833,4.296
-846.283738,260.125592,4.667,4.255
-846.99506,265.083316,4.495,4.258
-848.631956,269.940712,4.324,4.387
-851.726886,274.637944,4.259,4.344
-856.64058,279.075326,4.329,4.591
-863.163564,283.02086,4.462,4.449
-870.968176,286.215128,4.522,4.330
-879.734546,288.442732,4.902,4.228
-889.189734,289.753451,4.803,4.760
-899.078276,290.295862,4.909,4.968
-909.144408,290.217748,4.940,4.973
-919.100232,289.573627,4.935,4.689
-928.644004,288.279189,4.826,4.410
-937.97077,286.57868,4.507,4.341
-947.471138,284.887526,4.074,4.477
-957.153728,283.473722,4.100,4.480
-966.95057,282.575403,4.419,4.447
-976.793012,282.42337,4.468,4.524
-986.595124,283.062717,4.318,4.540
-996.252778,284.342875,4.271,4.568
-1005.661284,286.104461,4.536,4.537
-1014.742824,288.233693,4.653,4.590
-1023.467082,290.697399,4.280,4.847
-1031.8086,293.470644,4.297,4.721
-1039.741924,296.528498,4.414,4.523
-1047.241592,299.846028,4.573,4.347
-1054.28215,303.398301,4.633,4.392
-1060.838926,307.160502,4.660,4.514
-1066.906466,311.110684,4.564,4.659
-1072.49916,315.229865,4.241,4.845
-1077.632312,319.499194,4.129,4.845
-1082.321226,323.899825,4.285,4.611
-1086.581202,328.41291,4.191,4.670
-1090.427546,333.0196,4.190,4.651
-1093.877286,337.701562,4.292,4.545
-1096.965818,342.445927,4.393,4.440
-1099.739614,347.243129,4.371,4.444
-1102.24531,352.083644,4.349,4.447
-1104.529532,356.957949,4.328,4.451
-1106.63891,361.856523,4.306,4.455
-1108.620078,366.769843,4.290,4.458
-1110.514222,371.689517,4.319,4.448
-1112.332556,376.613377,4.349,4.438
-1114.076016,381.54139,4.378,4.429
-1115.745534,386.473524,4.408,4.419
-1117.34204,391.409748,4.424,4.423
-1118.866466,396.35003,4.337,4.537
-1120.319738,401.294338,4.250,4.651
-1121.70279,406.242641,4.163,4.765
-1123.016552,411.194906,4.129,4.763
-1124.261954,416.151103,4.144,4.656
-1125.439924,421.111199,4.158,4.549
-1126.551396,426.075163,4.173,4.442
-1127.597296,431.042963,4.188,4.334
-1128.578586,436.014566,4.202,4.227
-1129.498462,440.989816,4.207,4.188
-1130.36393,445.968351,4.212,4.154
-1131.182376,450.949787,4.216,4.120
-1131.961178,455.93374,4.221,4.086
-1132.707722,460.919826,4.225,4.053
-1133.429388,465.907663,4.229,4.019
-1134.133556,470.896866,4.240,4.018
-1134.827612,475.887053,4.257,4.046
-1135.518936,480.877838,4.273,4.075
-1136.21491,485.86884,4.290,4.103
-1136.922916,490.859675,4.306,4.132
-1137.650336,495.849958,4.323,4.161
-1138.404552,500.839306,4.339,4.189
-1139.191916,505.827373,4.356,4.218
-1140.008188,510.81419,4.372,4.246
-1140.842918,515.800008,4.389,4.275
-1141.685572,520.785084,4.405,4.303
-1142.525616,525.769672,4.422,4.332
-1143.352516,530.754028,4.438,4.361
-1144.15574,535.738408,4.455,4.389
-1144.924754,540.723067,4.472,4.418
-1145.649024,545.708259,4.476,4.447
-1146.31802,550.694242,4.418,4.480
-1146.921204,555.681269,4.360,4.513
-1147.448048,560.669596,4.303,4.546
-1147.888014,565.659479,4.245,4.579
-1148.230574,570.651173,4.188,4.612
-1148.469138,575.644818,4.199,4.548
-1148.608628,580.640216,4.209,4.485
-1148.656062,585.637107,4.220,4.421
-1148.618454,590.635233,4.247,4.347
-1148.502826,595.634334,4.364,4.216
-1148.316192,600.63415,4.482,4.084
-1148.065572,605.634423,4.534,3.999
-1147.757978,610.634893,4.326,4.111
-1147.400432,615.635301,4.257,4.190
-1146.999948,620.635388,4.188,4.268
-1146.563544,625.634895,4.119,4.347
-1146.098238,630.633561,4.050,4.425
-1145.611048,635.631129,3.985,4.500
-1145.108984,640.627338,4.064,4.468
-1144.596716,645.622,4.144,4.436
-1144.072114,650.615124,4.223,4.404
-1143.531838,655.606759,4.302,4.372
-1142.972544,660.59695,4.381,4.340
-1142.39089,665.585746,4.460,4.308
-1141.783534,670.573193,4.539,4.276
-1141.147132,675.559339,4.521,4.264
-1140.478342,680.544229,4.398,4.273
-1139.773822,685.527912,4.275,4.283
-1139.030228,690.510435,4.152,4.292
-1138.244218,695.491843,4.029,4.302
-1137.412448,700.472185,3.952,4.317
-1136.531578,705.451508,3.963,4.344
-1135.598274,710.429842,3.974,4.372
-1134.609456,715.406865,3.985,4.399
-1133.562286,720.381918,3.997,4.427
-1132.45393,725.354325,4.049,4.375
-1131.281558,730.323411,4.132,4.263
-1130.042342,735.288502,4.215,4.150
-1128.733452,740.248924,4.298,4.038
-1127.352054,745.204001,4.368,4.006
-1125.89532,750.153058,4.429,4.030
-1124.360418,755.095421,4.490,4.053
-1122.74452,760.030416,4.533,4.090
-1121.044794,764.957367,4.427,4.241
-1119.25841,769.8756,4.321,4.393
-1117.38254,774.78444,4.215,4.544
-1115.4157,779.683411,4.173,4.644
-1113.363344,784.573059,4.174,4.711
-1111.233136,789.454256,4.176,4.778
-1109.032738,794.327873,4.171,4.673
-1106.769816,799.194781,4.163,4.467
-1104.452034,804.055853,4.155,4.261
-1102.087056,808.91196,4.147,4.056
-1099.682546,813.763974,4.151,4.025
-1097.24617,818.612766,4.158,4.041
-1094.785592,823.459208,4.165,4.056
-1092.308476,828.304171,4.172,4.072
-1089.822486,833.148528,4.179,4.088
-1087.335286,837.99315,4.186,4.104
-1084.85449,842.838902,4.192,4.119
-1082.384258,847.686198,4.199,4.135
-1079.92323,852.534732,4.206,4.151
-1077.46956,857.384134,4.213,4.166
-1075.021394,862.234035,4.220,4.182
-1072.576882,867.084064,4.227,4.198
-1070.13417,871.933849,4.234,4.214
-1067.69141,876.783023,4.241,4.229
-1065.246748,881.631213,4.248,4.245
-1062.798334,886.47805,4.255,4.261
-1060.344318,891.323164,4.262,4.276
-1057.882846,896.166184,4.269,4.292
-1055.412068,901.006741,4.282,4.309
-1052.930134,905.844463,4.307,4.330
-1050.436092,910.679336,4.331,4.351
-1047.937504,915.514696,4.356,4.372
-1045.446618,920.355728,4.381,4.392
-1042.97571,925.207662,4.406,4.413
-1040.522762,930.095739,4.434,4.422
-1038.006064,935.075841,4.571,4.107
-1034.517384,939.71801,4.270,4.628
-1028.681552,943.243453,4.079,5.503
-1020.569218,945.414728,4.657,4.653
-1010.800524,946.285308,4.831,4.253
-1000.42888,946.468308,4.527,4.391
-990.192712,946.537269,4.200,4.554
-980.15092,946.749381,4.320,4.383
-970.305494,947.335194,4.481,4.190
-960.678072,948.459116,4.467,4.211
-951.342054,950.111288,4.555,4.266
-942.379264,952.253492,4.499,4.462
-933.871524,954.84751,4.456,4.519
-925.900658,957.855125,4.795,3.722
-918.54849,961.238117,4.408,4.397
-911.895462,964.958068,4.321,4.297
-905.948248,968.965845,4.263,4.482
-900.604226,973.19644,4.213,4.548
-895.751934,977.583564,4.290,4.438
-891.286838,982.065196,4.495,4.175
-887.164272,986.616205,4.696,3.926
-883.370194,991.230338,4.542,4.124
-879.88973,995.901418,4.388,4.322
-876.688466,1000.62189,4.344,4.349
-873.714992,1005.383009,4.342,4.312
-870.917342,1010.175985,4.339,4.276
-868.243542,1014.992034,4.337,4.240
-865.641622,1019.822366,4.360,4.210
-863.059612,1024.658195,4.455,4.199
-860.450358,1029.491487,4.551,4.188
-857.807824,1034.320634,4.646,4.177
-855.146824,1039.147287,4.602,4.243
-852.482326,1043.973121,4.537,4.321
-849.829304,1048.799814,4.472,4.398
-847.202728,1053.629041,4.408,4.476
-844.617572,1058.462478,4.343,4.553
-842.086334,1063.30153,4.279,4.631
-839.610274,1068.146363,4.214,4.708
-837.187466,1072.996794,4.234,4.543
-834.81598,1077.85264,4.259,4.360
-832.493888,1082.713718,4.285,4.177
-830.219262,1087.579843,4.297,4.061
-827.990174,1092.450833,4.284,4.060
-825.804698,1097.326505,4.271,4.060
-823.660902,1102.206674,4.259,4.059
-821.556862,1107.091157,4.246,4.059
-819.490648,1111.979771,4.233,4.058
-817.460332,1116.872333,4.234,4.063
-815.463988,1121.768658,4.243,4.072
-813.499684,1126.668565,4.253,4.081
-811.565494,1131.571868,4.263,4.089
-809.65949,1136.478385,4.273,4.098
-807.779746,1141.387933,4.283,4.107
-805.92433,1146.300328,4.304,4.111
-804.091316,1151.215386,4.329,4.113
-802.278776,1156.132925,4.354,4.116
-800.484782,1161.05276,4.379,4.118
-798.707406,1165.974708,4.404,4.120
-796.94472,1170.898586,4.406,4.132
-795.194796,1175.824211,4.359,4.166
-793.455704,1180.751399,4.311,4.200
-791.72552,1185.679966,4.264,4.233
-790.002312,1190.60973,4.217,4.267
-788.28478,1195.540537,4.170,4.301
-786.576814,1200.472486,4.123,4.334
-784.884862,1205.4058,4.107,4.351
-783.215392,1210.340704,4.126,4.349
-781.574868,1215.277422,4.146,4.346
-779.969756,1220.216177,4.165,4.343
-778.406526,1225.157193,4.185,4.341
-776.891644,1230.100696,4.205,4.338
-775.431574,1235.046908,4.224,4.336
-774.032786,1239.996054,4.201,4.286
-772.701746,1244.948358,4.175,4.233
-771.444918,1249.904044,4.159,4.180
-770.268772,1254.863336,4.283,4.119
-769.179764,1259.826458,4.406,4.058
-768.181584,1264.793542,4.592,3.998
-767.271178,1269.764498,4.802,3.938
-766.444488,1274.739202,4.724,4.038
-765.697456,1279.717529,4.645,4.139
-765.026024,1284.699357,4.566,4.240
-764.426134,1289.684561,4.487,4.341
-763.893728,1294.673018,4.407,4.442
-763.424748,1299.664604,4.404,4.457
-763.015136,1304.659196,4.437,4.432
-762.660834,1309.656668,4.471,4.406
-762.357782,1314.656898,4.505,4.380
-762.101926,1319.659762,4.538,4.354
-761.889206,1324.665136,4.572,4.328
-761.716012,1329.672868,4.606,4.302
-761.586224,1334.682346,4.639,4.276
-761.509904,1339.692577,4.642,4.241
-761.497296,1344.702555,4.508,4.167
-761.558646,1349.711275,4.374,4.093
-761.704202,1354.717733,4.281,4.051
-761.944206,1359.720924,4.259,4.066
-762.288904,1364.719843,4.238,4.081
-762.748546,1369.713485,4.216,4.096
-763.333372,1374.700845,4.194,4.111
-764.053632,1379.680918,4.173,4.126
-764.919568,1384.652699,4.176,4.142
-765.941428,1389.615184,4.208,4.160
-767.129456,1394.567368,4.272,4.157
-768.489976,1399.508536,4.395,4.112
-770.01252,1404.439217,4.446,4.099
-771.68212,1409.360274,4.390,4.134
-773.483816,1414.272569,4.334,4.169
-775.402644,1419.176963,4.338,4.200
-777.423642,1424.07432,4.356,4.230
-779.531846,1428.9655,4.360,4.240
-781.712292,1433.851367,4.357,4.239
-783.95002,1438.732782,4.355,4.239
-786.230062,1443.610608,4.352,4.238
-788.53746,1448.485706,4.349,4.237
-790.857248,1453.358938,4.346,4.236
-793.174462,1458.231167,4.343,4.235
-795.47433,1463.103244,4.340,4.234
-797.750272,1467.975538,4.338,4.234
-800.006898,1472.847761,4.335,4.233
-802.24962,1477.719579,4.332,4.232
-804.483848,1482.590655,4.329,4.231
-806.714998,1487.460656,4.326,4.230
-808.94848,1492.329245,4.324,4.229
-811.189706,1497.196088,4.321,4.229
-813.44409,1502.06085,4.318,4.228
-815.717042,1506.923196,4.315,4.227
-818.013976,1511.78279,4.312,4.226
-820.340306,1516.639297,4.310,4.225
-822.701442,1521.492383,4.307,4.225
-825.102796,1526.341712,4.304,4.224
-827.531598,1531.189907,4.301,4.223
-829.83411,1536.062517,4.298,4.222
-831.790738,1540.995803,4.297,4.228
-833.18087,1546.025704,4.379,4.595
-833.619458,1551.090529,4.146,4.932
-832.340162,1555.902194,4.249,5.073
-828.522728,1560.140607,4.728,5.117
-821.667356,1563.508715,5.085,5.347
-812.571226,1565.802689,5.379,5.366
-802.359592,1566.842288,5.543,5.533
-792.14993,1566.452791,5.580,5.786
-782.777802,1564.659456,5.782,5.935
-774.724128,1561.73911,6.197,5.857
-768.445324,1557.984407,6.048,6.359
-764.066876,1553.656061,6.119,6.587
-761.011362,1548.946949,6.201,6.468
-758.61152,1544.041275,6.272,6.502
-756.235146,1539.114923,6.343,6.535
-753.734226,1534.228882,6.508,6.580
-751.313812,1529.360357,6.732,6.631
-749.186968,1524.484652,6.957,6.683
-747.51236,1519.582186,6.988,6.833
-746.244712,1514.652558,6.830,7.081
-745.290974,1509.699861,6.672,7.328
-744.5581,1504.728186,6.573,7.205
-743.953038,1499.741625,6.506,6.874
-743.382736,1494.74427,6.439,6.543
-742.75422,1489.740227,6.372,6.213
-741.986228,1484.735784,6.306,5.882
-741.02192,1479.741778,5.941,5.365
-739.807512,1474.769618,5.142,4.653
-738.289218,1469.830709,4.833,4.521
-736.41325,1464.93646,4.693,4.527
-734.125826,1460.098276,4.766,4.559
-731.374776,1455.327292,4.827,4.607
-728.161834,1450.625565,4.610,4.786
-724.554012,1445.984154,4.469,4.829
-720.62224,1441.393461,4.471,4.618
-716.437442,1436.843886,4.474,4.407
-712.070546,1432.325831,4.434,4.389
-707.59248,1427.829697,4.394,4.373
-703.071458,1423.346208,4.377,4.348
-698.539502,1418.870403,4.368,4.321
-694.002866,1414.400391,4.359,4.294
-689.467248,1409.934348,4.350,4.267
-684.938346,1405.470452,4.375,4.317
-680.421858,1401.006876,4.416,4.404
-675.923484,1396.541799,4.458,4.490
-671.448922,1392.073395,4.499,4.577
-667.00387,1387.59984,4.540,4.664
-662.594028,1383.119311,4.581,4.751
-658.225094,1378.629984,4.622,4.838
-653.902768,1374.130034,4.702,4.876
-649.632746,1369.617638,4.818,4.867
-645.42073,1365.090971,4.934,4.859
-641.2705,1360.548773,4.928,4.925
-637.178904,1355.991821,4.822,5.051
-633.141224,1351.421354,4.717,5.177
-629.15274,1346.83861,4.761,5.198
-625.208734,1342.244826,4.813,5.214
-621.304484,1337.641242,4.865,5.230
-617.435272,1333.029095,4.917,5.246
-613.596376,1328.409625,4.968,5.261
-609.78308,1323.784068,5.020,5.277
-605.990664,1319.153664,5.072,5.293
-602.214406,1314.51965,5.124,5.309
-598.44959,1309.883266,5.175,5.325
-594.691492,1305.245748,5.227,5.340
-590.935464,1300.608318,5.279,5.356
-587.179002,1295.971616,5.331,5.372
-583.42213,1291.335601,5.368,5.388
-579.665018,1286.700195,5.377,5.406
-575.907836,1282.065316,5.386,5.423
-572.150756,1277.430885,5.394,5.441
-568.393946,1272.796823,5.403,5.458
-564.637576,1268.16305,5.412,5.476
-560.881816,1263.529486,5.420,5.493
-557.126838,1258.896051,5.429,5.511
-553.37281,1254.262666,5.438,5.528
-549.619904,1249.62925,5.446,5.546
-545.868288,1244.995725,5.455,5.563
-542.118134,1240.362009,5.464,5.581
-538.36961,1235.728025,5.472,5.598
-534.622886,1231.093691,5.481,5.615
-530.878136,1226.458928,5.490,5.633
-527.135524,1221.823657,5.499,5.650
-523.395226,1217.187797,5.507,5.668
-519.657408,1212.551269,5.516,5.685
-515.922242,1207.913993,5.525,5.703
-512.189896,1203.275889,5.533,5.720
-508.460544,1198.636878,5.542,5.738
-504.734352,1193.99688,5.551,5.755
-501.01149,1189.355815,5.585,5.796
-497.292132,1184.713603,5.630,5.847
